"HGCN"	"ensembl"
"LTK"	"ENSG00000062524"
"MRPS24"	"ENSG00000062582"
"ELMO2"	"ENSG00000062598"
"WAPL"	"ENSG00000062650"
"VMP1"	"ENSG00000062716"
"APPBP2"	"ENSG00000062725"
"POLD1"	"ENSG00000062822"
"SEZ6"	"ENSG00000063015"
"EIF4B"	"ENSG00000063046"
"SLC6A16"	"ENSG00000063127"
"BICRA"	"ENSG00000063169"
"SPHK2"	"ENSG00000063176"
"RPL18"	"ENSG00000063177"
"CA11"	"ENSG00000063180"
"ISOC2"	"ENSG00000063241"
"U2AF2"	"ENSG00000063244"
"EPN1"	"ENSG00000063245"
"MED29"	"ENSG00000063322"
"ZNF275"	"ENSG00000063587"
"MTMR1"	"ENSG00000063601"
"ADCK1"	"ENSG00000063761"
"HAGH"	"ENSG00000063854"
"RNF4"	"ENSG00000063978"
"CASP8"	"ENSG00000064012"
"LIMCH1"	"ENSG00000064042"
"INTS13"	"ENSG00000064102"
"TM7SF3"	"ENSG00000064115"
"SPA17"	"ENSG00000064199"
"TSPAN32"	"ENSG00000064201"
"CCN5"	"ENSG00000064205"
"ST3GAL6"	"ENSG00000064225"
"ATP2C2"	"ENSG00000064270"
"CDON"	"ENSG00000064309"
"TAF2"	"ENSG00000064313"
"HIPK2"	"ENSG00000064393"
"TNPO3"	"ENSG00000064419"
"RFXANK"	"ENSG00000064490"
"TMEM161A"	"ENSG00000064545"
"LPAR2"	"ENSG00000064547"
"CTSA"	"ENSG00000064601"
"SUGP2"	"ENSG00000064607"
"SLC12A2"	"ENSG00000064651"
"SNX24"	"ENSG00000064652"
"CNN2"	"ENSG00000064666"
"ABCA7"	"ENSG00000064687"
"SNCAIP"	"ENSG00000064692"
"DDX20"	"ENSG00000064703"
"BTBD1"	"ENSG00000064726"
"FAR2"	"ENSG00000064763"
"BCAS1"	"ENSG00000064787"
"CHI3L2"	"ENSG00000064886"
"SBNO2"	"ENSG00000064932"
"PMS1"	"ENSG00000064933"
"HMG20B"	"ENSG00000064961"
"CALCRL"	"ENSG00000064989"
"TAF11"	"ENSG00000064995"
"ANKS1A"	"ENSG00000064999"
"AP3D1"	"ENSG00000065000"
"ZNF76"	"ENSG00000065029"
"SLC9A3R2"	"ENSG00000065054"
"NTHL1"	"ENSG00000065057"
"UHRF1BP1"	"ENSG00000065060"
"GNAI3"	"ENSG00000065135"
"IPO5"	"ENSG00000065150"
"OAT"	"ENSG00000065154"
"WDR3"	"ENSG00000065183"
"PKN2"	"ENSG00000065243"
"WDR18"	"ENSG00000065268"
"TRAM2"	"ENSG00000065308"
"NTN1"	"ENSG00000065320"
"MCM10"	"ENSG00000065328"
"DGKA"	"ENSG00000065357"
"ERBB3"	"ENSG00000065361"
"ANKRD44"	"ENSG00000065413"
"KARS1"	"ENSG00000065427"
"ADAT1"	"ENSG00000065457"
"PDIA5"	"ENSG00000065485"
"TBC1D22B"	"ENSG00000065491"
"NDUFB4"	"ENSG00000065518"
"SPEN"	"ENSG00000065526"
"MYLK"	"ENSG00000065534"
"ZC3H15"	"ENSG00000065548"
"MAP2K4"	"ENSG00000065559"
"PACC1"	"ENSG00000065600"
"SLK"	"ENSG00000065613"
"CYB5R4"	"ENSG00000065615"
"GSTO2"	"ENSG00000065621"
"SEC61A2"	"ENSG00000065665"
"PRKCQ"	"ENSG00000065675"
"TLE2"	"ENSG00000065717"
"ASB1"	"ENSG00000065802"
"FAM107B"	"ENSG00000065809"
"TBC1D1"	"ENSG00000065882"
"CDK13"	"ENSG00000065883"
"MTHFD2"	"ENSG00000065911"
"SLC9A7"	"ENSG00000065923"
"FOXJ2"	"ENSG00000065970"
"YBX1"	"ENSG00000065978"
"PDE4A"	"ENSG00000065989"
"PPP2R5A"	"ENSG00000066027"
"CTNNA2"	"ENSG00000066032"
"ELAVL1"	"ENSG00000066044"
"TIE1"	"ENSG00000066056"
"DIP2B"	"ENSG00000066084"
"SMARCD1"	"ENSG00000066117"
"KDM4A"	"ENSG00000066135"
"NFYC"	"ENSG00000066136"
"ZMYND12"	"ENSG00000066185"
"SLC9A3"	"ENSG00000066230"
"ASPM"	"ENSG00000066279"
"CD84"	"ENSG00000066294"
"ELOVL1"	"ENSG00000066322"
"SPI1"	"ENSG00000066336"
"POLR1H"	"ENSG00000066379"
"MPPED2"	"ENSG00000066382"
"CLDN18"	"ENSG00000066405"
"ZBTB11"	"ENSG00000066422"
"ATXN3"	"ENSG00000066427"
"GOLGA5"	"ENSG00000066455"
"FGFR2"	"ENSG00000066468"
"LRRC40"	"ENSG00000066557"
"ISOC1"	"ENSG00000066583"
"EML1"	"ENSG00000066629"
"TRMT11"	"ENSG00000066651"
"THUMPD1"	"ENSG00000066654"
"MSANTD3"	"ENSG00000066697"
"ATG2B"	"ENSG00000066739"
"ARFGEF1"	"ENSG00000066777"
"ACSM2B"	"ENSG00000066813"
"ZFAT"	"ENSG00000066827"
"MTFR1"	"ENSG00000066855"
"STAG3"	"ENSG00000066923"
"FECH"	"ENSG00000066926"
"MYO9A"	"ENSG00000066933"
"DDX3Y"	"ENSG00000067048"
"PFKP"	"ENSG00000067057"
"IDI1"	"ENSG00000067064"
"SP100"	"ENSG00000067066"
"KLF6"	"ENSG00000067082"
"PLPP1"	"ENSG00000067113"
"NEO1"	"ENSG00000067141"
"TRAM1"	"ENSG00000067167"
"PHKA1"	"ENSG00000067177"
"TNFRSF1A"	"ENSG00000067182"
"CACNB1"	"ENSG00000067191"
"EVI5"	"ENSG00000067208"
"STOML1"	"ENSG00000067221"
"PKM"	"ENSG00000067225"
"DHX29"	"ENSG00000067248"
"DNTTIP2"	"ENSG00000067334"
"METTL22"	"ENSG00000067365"
"TP53BP1"	"ENSG00000067369"
"TRO"	"ENSG00000067445"
"RRP15"	"ENSG00000067533"
"RHOA"	"ENSG00000067560"
"DHX8"	"ENSG00000067596"
"PMS2P4"	"ENSG00000067601"
"PRKCZ"	"ENSG00000067606"
"ZFY"	"ENSG00000067646"
"IARS2"	"ENSG00000067704"
"SYT1"	"ENSG00000067715"
"NAV3"	"ENSG00000067798"
"IDH3G"	"ENSG00000067829"
"ROGDI"	"ENSG00000067836"
"ROCK1"	"ENSG00000067900"
"CBFB"	"ENSG00000067955"
"PDK3"	"ENSG00000067992"
"HYAL2"	"ENSG00000068001"
"HDAC4"	"ENSG00000068024"
"RASSF1"	"ENSG00000068028"
"FGFR3"	"ENSG00000068078"
"IFI35"	"ENSG00000068079"
"HEATR6"	"ENSG00000068097"
"COASY"	"ENSG00000068120"
"PLEKHH3"	"ENSG00000068137"
"MEF2A"	"ENSG00000068305"
"OTUD5"	"ENSG00000068308"
"TFE3"	"ENSG00000068323"
"TBC1D25"	"ENSG00000068354"
"ACSL4"	"ENSG00000068366"
"INPP5A"	"ENSG00000068383"
"GPKOW"	"ENSG00000068394"
"GRIPAP1"	"ENSG00000068400"
"FTSJ1"	"ENSG00000068438"
"PRR11"	"ENSG00000068489"
"REEP1"	"ENSG00000068615"
"ATP11A"	"ENSG00000068650"
"POLR1A"	"ENSG00000068654"
"LAPTM4A"	"ENSG00000068697"
"TTC7A"	"ENSG00000068724"
"IP6K2"	"ENSG00000068745"
"SRBD1"	"ENSG00000068784"
"KIF2A"	"ENSG00000068796"
"RASGRP2"	"ENSG00000068831"
"PSME4"	"ENSG00000068878"
"IFT80"	"ENSG00000068885"
"SIRT2"	"ENSG00000068903"
"ERLEC1"	"ENSG00000068912"
"PPP2R5B"	"ENSG00000068971"
"PYGM"	"ENSG00000068976"
"PITX1"	"ENSG00000069011"
"MAST4"	"ENSG00000069020"
"ADGRF5"	"ENSG00000069122"
"SDK2"	"ENSG00000069188"
"NUP133"	"ENSG00000069248"
"NUCKS1"	"ENSG00000069275"
"VPS35"	"ENSG00000069329"
"DNAJA2"	"ENSG00000069345"
"BCL3"	"ENSG00000069399"
"KCNAB2"	"ENSG00000069424"
"ABCC9"	"ENSG00000069431"
"CLEC2D"	"ENSG00000069493"
"FUNDC1"	"ENSG00000069509"
"RORA"	"ENSG00000069667"
"DRD4"	"ENSG00000069696"
"TGFBR3"	"ENSG00000069702"
"PLA2G10"	"ENSG00000069764"
"HES2"	"ENSG00000069812"
"ATP1B3"	"ENSG00000069849"
"NEDD4"	"ENSG00000069869"
"PIGB"	"ENSG00000069943"
"MAPK6"	"ENSG00000069956"
"GNB5"	"ENSG00000069966"
"RAB27A"	"ENSG00000069974"
"HDHD5"	"ENSG00000069998"
"UFD1"	"ENSG00000070010"
"LRP6"	"ENSG00000070018"
"PHRF1"	"ENSG00000070047"
"ELP1"	"ENSG00000070061"
"NUCB2"	"ENSG00000070081"
"PFN2"	"ENSG00000070087"
"PTPN3"	"ENSG00000070159"
"SPTB"	"ENSG00000070182"
"DAPP1"	"ENSG00000070190"
"FGF10"	"ENSG00000070193"
"SLC44A1"	"ENSG00000070214"
"TMEM260"	"ENSG00000070269"
"SMG6"	"ENSG00000070366"
"EXOC5"	"ENSG00000070367"
"CLTCL1"	"ENSG00000070371"
"FGF22"	"ENSG00000070388"
"DGCR2"	"ENSG00000070413"
"RNF126"	"ENSG00000070423"
"MNT"	"ENSG00000070444"
"ZXDC"	"ENSG00000070476"
"JMJD6"	"ENSG00000070495"
"POLB"	"ENSG00000070501"
"ST6GALNAC1"	"ENSG00000070526"
"WIPI1"	"ENSG00000070540"
"FRMPD1"	"ENSG00000070601"
"GBA2"	"ENSG00000070610"
"NDST1"	"ENSG00000070614"
"ASNS"	"ENSG00000070669"
"AP3M2"	"ENSG00000070718"
"CNGB1"	"ENSG00000070729"
"CHAT"	"ENSG00000070748"
"PABPC1"	"ENSG00000070756"
"TESK2"	"ENSG00000070759"
"CFAP20"	"ENSG00000070761"
"CSNK2A2"	"ENSG00000070770"
"PTPN21"	"ENSG00000070778"
"EIF2B3"	"ENSG00000070785"
"CAMK2A"	"ENSG00000070808"
"TCOF1"	"ENSG00000070814"
"CDC42"	"ENSG00000070831"
"OSBPL3"	"ENSG00000070882"
"SLC12A3"	"ENSG00000070915"
"RAD18"	"ENSG00000070950"
"ATP2B1"	"ENSG00000070961"
"NCK2"	"ENSG00000071051"
"MAP4K4"	"ENSG00000071054"
"MGAT4A"	"ENSG00000071073"
"RPL31"	"ENSG00000071082"
"WDR1"	"ENSG00000071127"
"SNX13"	"ENSG00000071189"
"ARHGAP10"	"ENSG00000071205"
"ING3"	"ENSG00000071243"
"VASH1"	"ENSG00000071246"
"LMCD1"	"ENSG00000071282"
"BUD23"	"ENSG00000071462"
"SEL1L"	"ENSG00000071537"
"TRIP13"	"ENSG00000071539"
"ATP6AP1"	"ENSG00000071553"
"TCF3"	"ENSG00000071564"
"TRIB2"	"ENSG00000071575"
"DAZAP1"	"ENSG00000071626"
"MBD3"	"ENSG00000071655"
"HLTF"	"ENSG00000071794"
"FAM50A"	"ENSG00000071859"
"FAM3A"	"ENSG00000071889"
"CPSF1"	"ENSG00000071894"
"MYO3B"	"ENSG00000071909"
"CYBRD1"	"ENSG00000071967"
"CDH19"	"ENSG00000071991"
"PDCD2"	"ENSG00000071994"
"RDH11"	"ENSG00000072042"
"PRKACA"	"ENSG00000072062"
"ADGRL1"	"ENSG00000072071"
"SPP2"	"ENSG00000072080"
"ACTN1"	"ENSG00000072110"
"ZFYVE26"	"ENSG00000072121"
"RPS6KA6"	"ENSG00000072133"
"EPN2"	"ENSG00000072134"
"PTPN18"	"ENSG00000072135"
"ASIC4"	"ENSG00000072182"
"SPEG"	"ENSG00000072195"
"LNX1"	"ENSG00000072201"
"ALDH3A2"	"ENSG00000072210"
"TFRC"	"ENSG00000072274"
"SREBF1"	"ENSG00000072310"
"AFF4"	"ENSG00000072364"
"UBE2D1"	"ENSG00000072401"
"MPP5"	"ENSG00000072415"
"RHOBTB1"	"ENSG00000072422"
"SMC1A"	"ENSG00000072501"
"HSD17B10"	"ENSG00000072506"
"MARK2"	"ENSG00000072518"
"HMMR"	"ENSG00000072571"
"CHFR"	"ENSG00000072609"
"TRHDE"	"ENSG00000072657"
"P4HA2"	"ENSG00000072682"
"FCGR2B"	"ENSG00000072694"
"NFATC3"	"ENSG00000072736"
"TRNT1"	"ENSG00000072756"
"ACADVL"	"ENSG00000072778"
"STK10"	"ENSG00000072786"
"FBXW11"	"ENSG00000072803"
"ACAP1"	"ENSG00000072818"
"EVC"	"ENSG00000072840"
"DERL2"	"ENSG00000072849"
"SIDT1"	"ENSG00000072858"
"NDE1"	"ENSG00000072864"
"IRAG1"	"ENSG00000072952"
"TMEM38A"	"ENSG00000072954"
"AP1M1"	"ENSG00000072958"
"PVR"	"ENSG00000073008"
"XRCC1"	"ENSG00000073050"
"SCARB1"	"ENSG00000073060"
"CYP2W1"	"ENSG00000073067"
"MCM2"	"ENSG00000073111"
"MOV10L1"	"ENSG00000073146"
"PANX2"	"ENSG00000073150"
"SELENOO"	"ENSG00000073169"
"TP63"	"ENSG00000073282"
"ALPK1"	"ENSG00000073331"
"LLGL2"	"ENSG00000073350"
"PDE8A"	"ENSG00000073417"
"CLCN4"	"ENSG00000073464"
"NLE1"	"ENSG00000073536"
"SDHA"	"ENSG00000073578"
"SMARCE1"	"ENSG00000073584"
"GSDMB"	"ENSG00000073605"
"KDM5A"	"ENSG00000073614"
"PPP2R3A"	"ENSG00000073711"
"FERMT2"	"ENSG00000073712"
"ABCB11"	"ENSG00000073734"
"DHRS9"	"ENSG00000073737"
"PTGS2"	"ENSG00000073756"
"IGF2BP2"	"ENSG00000073792"
"MAP3K13"	"ENSG00000073803"
"ST6GAL1"	"ENSG00000073849"
"TBX21"	"ENSG00000073861"
"VDAC1P1"	"ENSG00000073905"
"FRY"	"ENSG00000073910"
"PICALM"	"ENSG00000073921"
"NSF"	"ENSG00000073969"
"GLI2"	"ENSG00000074047"
"CLASP1"	"ENSG00000074054"
"MRPS34"	"ENSG00000074071"
"NOTCH3"	"ENSG00000074181"
"CLNS1A"	"ENSG00000074201"
"PPP2R2C"	"ENSG00000074211"
"EED"	"ENSG00000074266"
"TSG101"	"ENSG00000074319"
"NCBP3"	"ENSG00000074356"
"ATP2A3"	"ENSG00000074370"
"CA12"	"ENSG00000074410"
"MGLL"	"ENSG00000074416"
"BCS1L"	"ENSG00000074582"
"NUAK1"	"ENSG00000074590"
"DPP8"	"ENSG00000074603"
"SLC24A1"	"ENSG00000074621"
"ZNF532"	"ENSG00000074657"
"SCARF1"	"ENSG00000074660"
"LMAN1"	"ENSG00000074695"
"HACD3"	"ENSG00000074696"
"IPCEF1"	"ENSG00000074706"
"ZZEF1"	"ENSG00000074755"
"ENO1"	"ENSG00000074800"
"SLC12A1"	"ENSG00000074803"
"MYDGF"	"ENSG00000074842"
"ANO8"	"ENSG00000074855"
"TUBE1"	"ENSG00000074935"
"TXK"	"ENSG00000074966"
"WSCD2"	"ENSG00000075035"
"TACR2"	"ENSG00000075073"
"ACTR6"	"ENSG00000075089"
"TIPIN"	"ENSG00000075131"
"SRI"	"ENSG00000075142"
"EIF4G3"	"ENSG00000075151"
"NUP37"	"ENSG00000075188"
"SEMA3A"	"ENSG00000075213"
"GTSE1"	"ENSG00000075218"
"SEMA3C"	"ENSG00000075223"
"TTC38"	"ENSG00000075234"
"ACAT1"	"ENSG00000075239"
"GRAMD4"	"ENSG00000075240"
"CELSR1"	"ENSG00000075275"
"ZNF638"	"ENSG00000075292"
"SLC25A40"	"ENSG00000075303"
"TIMM21"	"ENSG00000075336"
"ADD2"	"ENSG00000075340"
"RASAL2"	"ENSG00000075391"
"VPS9D1"	"ENSG00000075399"
"ZNF37A"	"ENSG00000075407"
"MARK3"	"ENSG00000075413"
"SLC25A3"	"ENSG00000075415"
"FNDC3B"	"ENSG00000075420"
"FOSL2"	"ENSG00000075426"
"CACNG5"	"ENSG00000075429"
"FRYL"	"ENSG00000075539"
"TMEM131"	"ENSG00000075568"
"FSCN1"	"ENSG00000075618"
"ACTB"	"ENSG00000075624"
"MOCOS"	"ENSG00000075643"
"PLD1"	"ENSG00000075651"
"WDR62"	"ENSG00000075702"
"DLG1"	"ENSG00000075711"
"RAB7A"	"ENSG00000075785"
"BCAP29"	"ENSG00000075790"
"SEC31B"	"ENSG00000075826"
"SART3"	"ENSG00000075856"
"ARHGAP15"	"ENSG00000075884"
"EXOSC7"	"ENSG00000075914"
"KIFAP3"	"ENSG00000075945"
"MKRN2"	"ENSG00000075975"
"MCM6"	"ENSG00000076003"
"REXO2"	"ENSG00000076043"
"RBM7"	"ENSG00000076053"
"RBMS2"	"ENSG00000076067"
"BAZ2A"	"ENSG00000076108"
"PTPN23"	"ENSG00000076201"
"MLH1"	"ENSG00000076242"
"UNG"	"ENSG00000076248"
"FMO4"	"ENSG00000076258"
"KLHL20"	"ENSG00000076321"
"RGS11"	"ENSG00000076344"
"SLC46A1"	"ENSG00000076351"
"PLXNA2"	"ENSG00000076356"
"SPAG5"	"ENSG00000076382"
"ANKRD13A"	"ENSG00000076513"
"TPD52"	"ENSG00000076554"
"ACACB"	"ENSG00000076555"
"TRAF4"	"ENSG00000076604"
"PAG1"	"ENSG00000076641"
"GPATCH1"	"ENSG00000076650"
"ICAM3"	"ENSG00000076662"
"NT5C2"	"ENSG00000076685"
"MCAM"	"ENSG00000076706"
"MBNL3"	"ENSG00000076770"
"XAB2"	"ENSG00000076924"
"ARHGEF1"	"ENSG00000076928"
"STXBP2"	"ENSG00000076944"
"MAP2K7"	"ENSG00000076984"
"DGKD"	"ENSG00000077044"
"RARB"	"ENSG00000077092"
"TOP2B"	"ENSG00000077097"
"TM9SF3"	"ENSG00000077147"
"NFKB2"	"ENSG00000077150"
"UBE2T"	"ENSG00000077152"
"PPP1R12B"	"ENSG00000077157"
"DNAJC10"	"ENSG00000077232"
"GTF3C1"	"ENSG00000077235"
"IL4R"	"ENSG00000077238"
"USP33"	"ENSG00000077254"
"PAK3"	"ENSG00000077264"
"DCX"	"ENSG00000077279"
"SNRPA"	"ENSG00000077312"
"SPAG6"	"ENSG00000077327"
"EXOSC5"	"ENSG00000077348"
"DYNC1I2"	"ENSG00000077380"
"APBB1IP"	"ENSG00000077420"
"LRCH4"	"ENSG00000077454"
"FAM76B"	"ENSG00000077458"
"SIRT6"	"ENSG00000077463"
"TYR"	"ENSG00000077498"
"POLD3"	"ENSG00000077514"
"CAPZB"	"ENSG00000077549"
"GPR137B"	"ENSG00000077585"
"NAALAD2"	"ENSG00000077616"
"JADE1"	"ENSG00000077684"
"SLC25A43"	"ENSG00000077713"
"UBE2A"	"ENSG00000077721"
"FGFR1"	"ENSG00000077782"
"FKBP6"	"ENSG00000077800"
"SMC1B"	"ENSG00000077935"
"FBLN1"	"ENSG00000077942"
"ITGA8"	"ENSG00000077943"
"CST7"	"ENSG00000077984"
"MAP2"	"ENSG00000078018"
"PIAS2"	"ENSG00000078043"
"AMPH"	"ENSG00000078053"
"ARAF"	"ENSG00000078061"
"MCCC1"	"ENSG00000078070"
"LAMP3"	"ENSG00000078081"
"NEBL"	"ENSG00000078114"
"ACER3"	"ENSG00000078124"
"UBE2K"	"ENSG00000078140"
"PIK3C3"	"ENSG00000078142"
"N4BP2"	"ENSG00000078177"
"TIGAR"	"ENSG00000078237"
"TULP3"	"ENSG00000078246"
"SYNJ2"	"ENSG00000078269"
"ADCY2"	"ENSG00000078295"
"PPP2R5C"	"ENSG00000078304"
"PMS2P1"	"ENSG00000078319"
"RBFOX1"	"ENSG00000078328"
"GNB1"	"ENSG00000078369"
"HOXA9"	"ENSG00000078399"
"EDN1"	"ENSG00000078401"
"MLLT10"	"ENSG00000078403"
"ZCWPW1"	"ENSG00000078487"
"ADCYAP1R1"	"ENSG00000078549"
"P2RY10"	"ENSG00000078589"
"ITM2A"	"ENSG00000078596"
"NRDC"	"ENSG00000078618"
"VDAC3"	"ENSG00000078668"
"PCM1"	"ENSG00000078674"
"TNRC6C"	"ENSG00000078687"
"CBFA2T2"	"ENSG00000078699"
"ITCH"	"ENSG00000078747"
"PKD2L2"	"ENSG00000078795"
"TP53INP2"	"ENSG00000078804"
"SDF4"	"ENSG00000078808"
"MYH7B"	"ENSG00000078814"
"TOLLIP"	"ENSG00000078902"
"UBE2D4"	"ENSG00000078967"
"CLUL1"	"ENSG00000079101"
"RUNX1T1"	"ENSG00000079102"
"CDH17"	"ENSG00000079112"
"THOC1"	"ENSG00000079134"
"FKBP7"	"ENSG00000079150"
"OSBPL6"	"ENSG00000079156"
"SLC1A3"	"ENSG00000079215"
"XRCC5"	"ENSG00000079246"
"LXN"	"ENSG00000079257"
"SP140"	"ENSG00000079263"
"MKNK1"	"ENSG00000079277"
"TNS1"	"ENSG00000079308"
"REXO1"	"ENSG00000079313"
"SAR1A"	"ENSG00000079332"
"CDC14A"	"ENSG00000079335"
"RAPGEF3"	"ENSG00000079337"
"CEACAM1"	"ENSG00000079385"
"SENP1"	"ENSG00000079387"
"CIC"	"ENSG00000079432"
"LIPE"	"ENSG00000079435"
"FDFT1"	"ENSG00000079459"
"PAFAH1B3"	"ENSG00000079462"
"OPHN1"	"ENSG00000079482"
"KIF22"	"ENSG00000079616"
"CARMIL1"	"ENSG00000079691"
"PGM1"	"ENSG00000079739"
"DDX1"	"ENSG00000079785"
"DNM2"	"ENSG00000079805"
"EPB41L2"	"ENSG00000079819"
"RIMS1"	"ENSG00000079841"
"STX7"	"ENSG00000079950"
"RABL2B"	"ENSG00000079974"
"KEAP1"	"ENSG00000079999"
"DDX43"	"ENSG00000080007"
"PTPRH"	"ENSG00000080031"
"SLC35C2"	"ENSG00000080189"
"CRYBG3"	"ENSG00000080200"
"SCTR"	"ENSG00000080293"
"RFX3"	"ENSG00000080298"
"RIF1"	"ENSG00000080345"
"RAB21"	"ENSG00000080371"
"SLC4A4"	"ENSG00000080493"
"SMARCA2"	"ENSG00000080503"
"RDH8"	"ENSG00000080511"
"SESN1"	"ENSG00000080546"
"DNAAF6"	"ENSG00000080572"
"SRCAP"	"ENSG00000080603"
"PUM3"	"ENSG00000080608"
"CHRNA3"	"ENSG00000080644"
"KCNN2"	"ENSG00000080709"
"CNOT4"	"ENSG00000080802"
"PSEN1"	"ENSG00000080815"
"CPOX"	"ENSG00000080819"
"CLDND1"	"ENSG00000080822"
"MOK"	"ENSG00000080823"
"HSP90AA1"	"ENSG00000080824"
"RBL1"	"ENSG00000080839"
"DLGAP4"	"ENSG00000080845"
"IGSF9B"	"ENSG00000080854"
"CFHR2"	"ENSG00000080910"
"CROCCP3"	"ENSG00000080947"
"NDC80"	"ENSG00000080986"
"AP4E1"	"ENSG00000081014"
"RSBN1"	"ENSG00000081019"
"MAGI3"	"ENSG00000081026"
"CXCL2"	"ENSG00000081041"
"TCF7"	"ENSG00000081059"
"OSTM1"	"ENSG00000081087"
"CDH7"	"ENSG00000081138"
"IMPG2"	"ENSG00000081148"
"PCNP"	"ENSG00000081154"
"EXD2"	"ENSG00000081177"
"ARG2"	"ENSG00000081181"
"MEF2C"	"ENSG00000081189"
"PTPRC"	"ENSG00000081237"
"UBA5"	"ENSG00000081307"
"STK17B"	"ENSG00000081320"
"CDC14B"	"ENSG00000081377"
"ZNF510"	"ENSG00000081386"
"LRP2"	"ENSG00000081479"
"ZNF506"	"ENSG00000081665"
"JMJD4"	"ENSG00000081692"
"DUSP12"	"ENSG00000081721"
"AACS"	"ENSG00000081760"
"DELE1"	"ENSG00000081791"
"SLC13A1"	"ENSG00000081800"
"CADPS2"	"ENSG00000081803"
"HSPB11"	"ENSG00000081870"
"PHLPP1"	"ENSG00000081913"
"ATP8B1"	"ENSG00000081923"
"IL12RB2"	"ENSG00000081985"
"SMARCD3"	"ENSG00000082014"
"WDR70"	"ENSG00000082068"
"FYB1"	"ENSG00000082074"
"MPP4"	"ENSG00000082126"
"STRADB"	"ENSG00000082146"
"BZW1"	"ENSG00000082153"
"PGR"	"ENSG00000082175"
"C1QTNF3"	"ENSG00000082196"
"ME2"	"ENSG00000082212"
"C5orf22"	"ENSG00000082213"
"CCNT2"	"ENSG00000082258"
"FAM135A"	"ENSG00000082269"
"COL19A1"	"ENSG00000082293"
"EPB41L3"	"ENSG00000082397"
"COBLL1"	"ENSG00000082438"
"DLG3"	"ENSG00000082458"
"KCNK2"	"ENSG00000082482"
"SERTAD4"	"ENSG00000082497"
"TRAF5"	"ENSG00000082512"
"MRPL22"	"ENSG00000082515"
"GEMIN5"	"ENSG00000082516"
"OPRK1"	"ENSG00000082556"
"NFE2L1"	"ENSG00000082641"
"SEMA5B"	"ENSG00000082684"
"GSK3B"	"ENSG00000082701"
"ITGB5"	"ENSG00000082781"
"ERC1"	"ENSG00000082805"
"XPO1"	"ENSG00000082898"
"RNF13"	"ENSG00000082996"
"TRPM3"	"ENSG00000083067"
"PALB2"	"ENSG00000083093"
"DOP1A"	"ENSG00000083097"
"LYRM2"	"ENSG00000083099"
"BCKDHB"	"ENSG00000083123"
"KAT6A"	"ENSG00000083168"
"TUT7"	"ENSG00000083223"
"ULK2"	"ENSG00000083290"
"GRHL2"	"ENSG00000083307"
"TNPO1"	"ENSG00000083312"
"PLOD1"	"ENSG00000083444"
"P2RX5"	"ENSG00000083454"
"ITGAE"	"ENSG00000083457"
"DIS3"	"ENSG00000083520"
"PIBF1"	"ENSG00000083535"
"TDRD3"	"ENSG00000083544"
"NUFIP1"	"ENSG00000083635"
"PDS5B"	"ENSG00000083642"
"OXCT1"	"ENSG00000083720"
"RRAGB"	"ENSG00000083750"
"CYLD"	"ENSG00000083799"
"SLC27A5"	"ENSG00000083807"
"ZNF324"	"ENSG00000083812"
"ZNF671"	"ENSG00000083814"
"ZNF416"	"ENSG00000083817"
"ZNF586"	"ENSG00000083828"
"ZNF446"	"ENSG00000083838"
"ZNF264"	"ENSG00000083844"
"RPS5"	"ENSG00000083845"
"FAT1"	"ENSG00000083857"
"YTHDC1"	"ENSG00000083896"
"CHMP2B"	"ENSG00000083937"
"SMAP2"	"ENSG00000084070"
"PPIE"	"ENSG00000084072"
"ZMPSTE24"	"ENSG00000084073"
"STARD7"	"ENSG00000084090"
"NOA1"	"ENSG00000084092"
"REST"	"ENSG00000084093"
"HAL"	"ENSG00000084110"
"SSH1"	"ENSG00000084112"
"GSTP1"	"ENSG00000084207"
"APLP2"	"ENSG00000084234"
"FAM234B"	"ENSG00000084444"
"SLCO1A2"	"ENSG00000084453"
"WBP11"	"ENSG00000084463"
"EIF3I"	"ENSG00000084623"
"COL16A1"	"ENSG00000084636"
"TXLNA"	"ENSG00000084652"
"APOB"	"ENSG00000084674"
"NCOA1"	"ENSG00000084676"
"AGBL5"	"ENSG00000084693"
"EFR3B"	"ENSG00000084710"
"KIF3C"	"ENSG00000084731"
"RAB10"	"ENSG00000084733"
"GCKR"	"ENSG00000084734"
"HADHA"	"ENSG00000084754"
"MAPRE3"	"ENSG00000084764"
"CAD"	"ENSG00000084774"
"CD59"	"ENSG00000085063"
"CD82"	"ENSG00000085117"
"BCORL1"	"ENSG00000085185"
"ATRX"	"ENSG00000085224"
"AK6"	"ENSG00000085231"
"FCN1"	"ENSG00000085265"
"MYNN"	"ENSG00000085274"
"MECOM"	"ENSG00000085276"
"SCAMP1"	"ENSG00000085365"
"PREP"	"ENSG00000085377"
"HACE1"	"ENSG00000085382"
"SEH1L"	"ENSG00000085415"
"WDR47"	"ENSG00000085433"
"WDFY1"	"ENSG00000085449"
"OVGP1"	"ENSG00000085465"
"SLC25A24"	"ENSG00000085491"
"MAP3K4"	"ENSG00000085511"
"PILRA"	"ENSG00000085514"
"IGSF9"	"ENSG00000085552"
"ABCB1"	"ENSG00000085563"
"ZNF213"	"ENSG00000085644"
"AKR1B1"	"ENSG00000085662"
"CPNE3"	"ENSG00000085719"
"RRN3"	"ENSG00000085721"
"CTTN"	"ENSG00000085733"
"MTIF2"	"ENSG00000085760"
